Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LandNotFlat,Shed,NoGarage,NFloors,SplitLvl,LvlFinished,RoofMatlCompShg,YearRemodDiff,OverallGoodQual,OverallPoorQual,OverallGoodCond,OverallPoorCond,LotDepth,LotShapeRatio,GrLivLotRatio,HouseLotAreaRatio,HouseLotAreaDiff,Garage1stFlrRatio,GrLiv1stFlrRatio,FloorsSFRatio,Bsmt1stFlrRatio,Bsmt2FlrRatio,Bsmt1FlrRatio,OverallQualCond,RailroadNearby,RoadNearby,PosSiteNearby,Bath,BsmtBath,BathTotal,QualTimes1stFlSF,QualTimes2ndFlSF,QualTimesGrLivArea,QualTimesLotArea,QualTimesGarageArea,QualTimesBath,QualTimesKitchen,CondTimes1stFlSF,CondTimes2ndFlSF,CondTimesGrLivArea,CondTimesLotArea,CondTimesGarageArea,CondTimesBath,CondTimesKitchen,GarageQualTimesArea,GarageCondTimesArea,GarageQualCond,ExterQualTimesLotArea,ExterQualTimesGrLivArea,ExterQualTimes1stFlrSF,ExterCondTimesLotArea,ExterCondTimesGrLivArea,ExterCondTimes1stFlrSF,RealEstateVol
427,80,RL,69,12800,4,Low,4,Inside,2,SawyerW,1Fam,7,5,1989,1989,Gable,Wd Sdng,Wd Sdng,BrkFace,145,4,3,PConc,4,3,4,5,1518,0,0,0,1518,GasA,4,1,SBrkr,1644,0,0,1644,1,1,2,0,2,1,4,5,6,1,Attchd,1989,Fin,2,569,3,3,2,80,0,0,0,396,0,-1,0,8,2009,WD,Normal,275000,1,0,0,2,1,0,1,0,2,0,0,0,185.507246377,0.98898744071300004,0.12843750000000001,0.12843750000000001,-11156,0.346107055961,0,0,0.92335766423400001,0,0.92335766423400001,35,0,0,0,2,2,4,11508,0,11508,89600,3983,28,7,8220,0,8220,64000,2845,20,5,1707,1707,9,51200,6576,6576,38400,4932,4932,4970129
428,20,RL,77,8593,3,Lvl,4,Inside,1,NAmes,1Fam,4,6,1957,1957,Hip,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,2,288,0,0,619,907,GasA,5,1,SBrkr,907,0,0,907,0,0,1,0,3,1,3,5,6,0,Detchd,1964,Unf,1,352,3,3,2,0,0,0,0,0,0,-1,0,7,2008,WD,Normal,109008,0,0,0,1,0,0,1,0,0,1,1,0,111.597402597,0.37109235360600001,0.105551029908,0.105551029908,-7686,0.38809261300999998,0,0,1,0,0.31753031973500001,24,0,0,0,1,0,1,3628,0,3628,34372,1408,4,4,5442,0,5442,51558,2112,6,6,1056,1056,9,25779,2721,2721,25779,2721,2721,8553570
429,20,RL,64,6762,4,Lvl,4,Inside,1,CollgCr,1Fam,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,108,4,3,PConc,4,3,1,5,664,0,0,544,1208,GasA,5,1,SBrkr,1208,0,0,1208,1,0,2,0,2,1,4,6,6,0,Attchd,2007,RFn,2,628,3,3,2,105,54,0,0,0,0,-1,0,9,2007,New,Partial,195400,0,0,0,1,0,0,1,0,2,0,0,0,105.65625,0.50130781654800005,0.178645371192,0.178645371192,-5554,0.51986754966899995,0,0,1,0,0.54966887417200005,35,0,0,0,2,1,3,8456,0,8456,47334,4396,21,7,6040,0,6040,33810,3140,15,5,1884,1884,9,27048,4832,4832,20286,3624,3624,2150872
430,20,RL,130,11457,3,Lvl,4,Corner,1,Timber,1Fam,6,5,1988,1988,Gable,HdBoard,HdBoard,None,0,3,3,CBlock,4,3,2,5,1005,0,0,387,1392,GasA,3,1,SBrkr,1412,0,0,1412,1,0,2,0,3,1,4,6,6,1,Attchd,1988,Unf,2,576,3,3,2,0,0,169,0,0,0,-1,0,3,2009,WD,Normal,175000,0,0,0,1,0,0,1,0,1,0,0,0,88.130769230799999,0.38871272501800003,0.123243431963,0.123243431963,-10045,0.40793201133099999,0,0,0.98583569405100002,0,0.71175637393799995,30,0,0,0,2,1,3,8472,0,8472,68742,3456,18,6,7060,0,7060,57285,2880,15,5,1728,1728,9,34371,4236,4236,34371,4236,4236,3259400
431,160,RM,21,1680,4,Lvl,4,Inside,1,BrDale,Twnhs,6,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,232,3,3,CBlock,3,3,1,4,387,0,0,96,483,GasA,3,1,SBrkr,483,504,0,987,0,0,1,1,2,1,3,4,6,0,Detchd,1971,Unf,1,264,3,3,2,0,0,0,0,0,0,-1,0,7,2008,other,Abnorml,85400,0,0,0,2,0,0,1,0,1,0,0,0,80,1.3375041969499999,0.58750000000000002,0.28749999999999998,-1197,0.54658385093200001,0.51063829787199999,1.04347826087,1,0,0.801242236025,30,0,0,0,2,0,2,2898,3024,5922,10080,1584,12,6,2415,2520,4935,8400,1320,10,5,792,792,9,5040,2961,1449,5040,2961,1449,8553570
432,50,RM,60,5586,3,Bnk,4,Inside,1,OldTown,1Fam,6,7,1920,1998,Gable,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,1,0,0,0,0,901,901,GasA,4,1,SBrkr,1088,110,0,1198,0,0,1,0,4,1,3,7,6,0,-1.0,1980,-1.0,0,0,-1,-1,0,0,98,0,0,0,0,3,0,9,2008,other,Abnorml,79900,1,0,1,1.5,0,1,1,78,1,0,2,0,93.099999999999994,0.43932962206100001,0.214464733262,0.19477264590000001,-4498,0,0.091819699499200005,0.10110294117599999,0.828125,0,0,42,0,1,0,1,0,1,6528,660,7188,33516,0,6,6,7616,770,8386,39102,0,7,7,-1,-1,-1,16758,3594,3264,16758,3594,3264,2883650
433,160,RM,24,1920,4,Lvl,4,Inside,1,BrDale,TwnhsE,5,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,376,3,3,CBlock,3,3,1,4,471,0,0,294,765,GasA,5,1,SBrkr,765,600,0,1365,1,0,1,1,2,1,3,6,5,0,Detchd,1971,Unf,2,440,3,3,2,240,36,0,0,0,0,-1,0,8,2007,WD,Normal,122500,0,0,0,2,0,0,1,0,0,0,0,0,80,1.20397280433,0.7109375,0.3984375,-1155,0.57516339869300004,0.43956043956000002,0.78431372549,1,0,0.61568627451000002,25,0,0,0,2,1,3,3825,3000,6825,9600,2200,15,5,3825,3000,6825,9600,2200,15,5,1320,1320,9,5760,4095,2295,5760,4095,2295,7357643
434,60,RL,100,10839,3,Lvl,4,Corner,1,Gilbert,1Fam,6,5,1997,1998,Gable,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,0,0,0,0,926,926,GasA,5,1,SBrkr,926,678,0,1604,0,0,2,1,3,1,3,7,6,1,Attchd,1997,Fin,2,470,3,3,2,0,36,0,0,0,0,-1,0,7,2008,WD,Normal,181000,0,0,0,2,0,0,1,1,1,0,0,0,108.39,0.080565647839600005,0.14798413137700001,0.085432235446099999,-9913,0.50755939524799998,0.42269326683300001,0.73218142548599996,1,0,0,30,0,0,0,3,0,3,5556,4068,9624,65034,2820,18,6,4630,3390,8020,54195,2350,15,5,1410,1410,9,32517,4812,2778,32517,4812,2778,8553570
435,180,RM,21,1890,4,Lvl,4,Inside,1,MeadowV,Twnhs,4,7,1972,1972,Gable,CemntBd,CmentBd,None,0,3,4,CBlock,4,3,3,4,495,0,0,135,630,GasA,4,1,SBrkr,630,0,0,630,1,0,1,0,1,1,3,3,6,0,-1.0,1980,-1.0,0,0,-1,-1,2,88,0,0,0,0,0,-1,0,6,2008,WD,Normal,81000,0,0,1,2,1,0,1,0,0,1,2,0,90,1.4552872326099999,0.33333333333300003,0.33333333333300003,-1260,0,0,0,1,0,0.78571428571400004,28,0,0,0,1,1,2,2520,0,2520,7560,0,8,4,4410,0,4410,13230,0,14,7,-1,-1,-1,5670,1890,1890,7560,2520,2520,8656278
436,60,RL,43,10667,2,Lvl,4,CulDSac,1,CollgCr,1Fam,7,6,1996,1996,Gable,VinylSd,VinylSd,None,0,4,3,PConc,4,3,3,5,385,4,344,70,799,GasA,5,1,SBrkr,827,834,0,1661,1,0,2,1,3,1,4,6,6,1,Attchd,1996,RFn,2,550,3,3,2,158,61,0,0,0,0,-1,0,4,2009,other,Normal,212000,0,0,0,2,0,0,1,0,2,0,1,0,248.069767442,1.75250991124,0.155713883941,0.077528827224099997,-9840,0.66505441354299999,0.50210716435900005,1.0084643288999999,0.96614268440100004,0.41596130592500002,0.46553808947999997,42,0,0,1,3,1,4,5789,5838,11627,74669,3850,28,7,4962,5004,9966,64002,3300,24,6,1650,1650,9,42668,6644,3308,32001,4983,2481,4723700
437,50,RM,40,4400,4,Lvl,4,Inside,1,OldTown,1Fam,6,8,1920,1950,Gable,Stucco,Stucco,None,0,3,3,BrkTil,2,3,1,0,0,0,0,648,648,GasA,3,1,FuseA,734,384,0,1118,0,0,1,0,2,1,3,6,6,0,Detchd,1990,Unf,2,440,3,3,2,0,0,0,0,0,0,-1,0,10,2006,WD,Normal,116000,0,0,0,1.5,0,1,1,30,1,0,3,0,110,1.01160091168,0.25409090909100002,0.16681818181800001,-3666,0.59945504087199997,0.34347048300499999,0.52316076294299996,0.88283378746600005,0,0,48,0,0,0,1,0,1,4404,2304,6708,26400,2640,6,6,5872,3072,8944,35200,3520,8,8,1320,1320,9,13200,3354,2202,13200,3354,2202,4136561
438,45,RM,50,6000,4,Lvl,4,Inside,1,BrkSide,1Fam,6,7,1926,2004,Gable,Wd Sdng,Wd Sdng,None,0,4,3,PConc,3,3,1,0,0,0,0,884,884,GasA,4,1,SBrkr,904,0,0,904,0,0,1,0,2,1,3,4,6,0,Detchd,1926,Unf,1,180,3,3,2,0,0,105,0,0,0,-1,0,1,2009,WD,Normal,119000,0,0,0,1.5,0,0,1,78,1,0,2,0,120,0.87546873735399999,0.15066666666699999,0.15066666666699999,-5096,0.199115044248,0,0,0.97787610619499998,0,0,42,0,0,0,1,0,1,5424,0,5424,36000,1080,6,6,6328,0,6328,42000,1260,7,7,540,540,9,24000,3616,3616,18000,2712,2712,2276826
439,30,RL,40,4280,4,Lvl,4,Inside,1,Crawfor,1Fam,5,6,1913,2002,Gable,WdShing,Stucco,None,0,3,3,PConc,3,3,1,1,365,0,0,75,440,GasA,3,0,SBrkr,694,0,0,694,0,0,1,0,2,1,4,4,6,1,Detchd,1990,Unf,1,352,4,3,1,0,0,34,0,0,0,3,0,3,2007,WD,Normal,90350,0,0,0,1,0,0,1,89,0,0,1,0,107,0.98394938034799995,0.16214953270999999,0.16214953270999999,-3586,0.507204610951,0,0,0.63400576368899997,0,0.52593659942399995,30,0,0,0,1,0,1,3470,0,3470,21400,1760,5,5,4164,0,4164,25680,2112,6,6,1408,1056,12,12840,2082,2082,12840,2082,2082,4061059
440,50,RL,67,12354,4,Lvl,4,Corner,1,Edwards,1Fam,6,8,1920,2000,Gable,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,2,2,0,0,0,0,684,684,GasA,4,1,SBrkr,684,512,0,1196,0,0,1,0,3,1,4,7,6,0,Detchd,2005,Unf,2,528,3,3,2,0,46,0,0,0,0,4,800,8,2009,other,Normal,110000,0,1,0,1.5,0,1,1,80,1,0,3,0,184.388059701,1.01234993747,0.096810749554799999,0.055366682855800001,-11670,0.77192982456100001,0.42809364548500001,0.74853801169599998,1,0,0,48,0,0,0,1,0,1,4104,3072,7176,74124,3168,6,6,5472,4096,9568,98832,4224,8,8,1584,1584,9,37062,3588,2052,37062,3588,2052,4970129
441,20,RL,105,15431,4,Lvl,4,Inside,1,NridgHt,1Fam,10,5,2008,2008,Hip,VinylSd,VinylSd,Stone,200,5,3,PConc,5,3,4,5,1767,4,539,788,3094,GasA,5,1,SBrkr,2402,0,0,2402,1,0,2,0,2,1,5,10,6,2,Attchd,2008,Fin,3,672,3,3,2,0,72,0,0,170,0,-1,0,4,2009,WD,Normal,555000,0,0,0,1,0,0,1,0,5,0,0,0,146.96190476199999,0.33621305175600003,0.155660683041,0.155660683041,-13029,0.279766860949,0,0,1.28809325562,0.22439633638600001,0.73563696919199995,50,0,0,0,2,1,3,24020,0,24020,154310,6720,30,10,12010,0,12010,77155,3360,15,5,2016,2016,9,77155,12010,12010,46293,7206,7206,4723700
442,90,RL,92,12108,4,Lvl,4,Inside,1,Edwards,Duplex,4,4,1955,1955,Gable,VinylSd,VinylSd,BrkFace,270,3,3,CBlock,3,3,1,4,133,0,0,1307,1440,GasA,3,0,FuseF,1440,0,0,1440,0,0,2,0,4,2,2,8,6,0,-1.0,1980,-1.0,0,0,-1,-1,2,0,0,0,0,0,0,-1,0,9,2008,WD,Normal,118000,0,0,1,1,0,0,1,0,0,1,0,1,131.60869565199999,0.35804451604400001,0.1189296333,0.1189296333,-10668,0,0,0,1,0,0.0923611111111,16,0,0,0,2,0,2,5760,0,5760,48432,0,8,8,5760,0,5760,48432,0,8,8,-1,-1,-1,36324,4320,4320,36324,4320,4320,2883650
443,50,RM,52,6240,4,Lvl,4,Inside,1,BrkSide,1Fam,5,7,1930,1992,Gable,MetalSd,MetalSd,None,0,3,3,PConc,3,3,1,0,0,0,0,1078,1078,GasA,3,1,SBrkr,1128,445,0,1573,0,0,2,0,3,1,3,8,6,1,Detchd,1930,Unf,2,360,3,3,1,0,0,0,0,0,0,-1,0,6,2008,WD,Normal,162900,0,0,0,1.5,0,1,1,62,0,0,2,0,120,0.83624802420099997,0.25208333333299998,0.18076923076900001,-5112,0.31914893617000001,0.28289891926299998,0.39450354609900001,0.95567375886499994,0,0,35,0,0,0,2,0,2,5640,2225,7865,31200,1800,10,5,7896,3115,11011,43680,2520,14,7,1080,1080,9,18720,4719,3384,18720,4719,3384,8656278
444,120,RL,53,3922,4,Lvl,4,Inside,1,Blmngtn,TwnhsE,7,5,2006,2007,Gable,WdShing,Wd Shng,BrkFace,72,4,3,PConc,5,3,3,0,0,0,0,1258,1258,GasA,5,1,SBrkr,1258,0,0,1258,0,0,2,0,2,1,4,6,6,1,Attchd,2007,Fin,3,648,3,3,2,144,16,0,0,0,0,-1,0,6,2007,New,Partial,172500,0,0,0,1,0,0,1,1,2,0,0,0,74,0.33377317965199998,0.320754716981,0.320754716981,-2664,0.51510333863299995,0,0,1,0,0,35,0,0,0,2,0,2,8806,0,8806,27454,4536,14,7,6290,0,6290,19610,3240,10,5,1944,1944,9,15688,5032,5032,11766,3774,3774,10603823
445,60,RL,70,8750,4,Lvl,4,Inside,1,CollgCr,1Fam,7,5,1994,1995,Gable,VinylSd,VinylSd,None,0,4,4,PConc,4,3,1,5,642,0,0,273,915,GasA,5,1,SBrkr,933,975,0,1908,1,0,2,1,4,1,4,8,6,1,Attchd,1994,Unf,2,493,3,3,2,144,133,0,0,0,0,-1,0,7,2008,WD,Normal,210000,0,0,0,2,0,0,1,1,2,0,0,0,125,0.579818495253,0.21805714285700001,0.10662857142899999,-7817,0.528403001072,0.51100628930799996,1.0450160771699999,0.98070739549800001,0,0.68810289389099999,35,0,0,0,3,1,4,6531,6825,13356,61250,3451,28,7,4665,4875,9540,43750,2465,20,5,1479,1479,9,35000,7632,3732,35000,7632,3732,8553570
446,20,RL,73,9855,4,Lvl,4,Corner,1,Edwards,1Fam,6,5,1956,1956,Hip,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,0,0,0,0,1436,1436,GasA,2,1,SBrkr,1689,0,0,1689,0,0,1,0,3,1,3,7,6,1,Attchd,1956,Unf,2,480,3,3,2,0,0,0,0,0,0,3,0,11,2009,other,Normal,127500,0,0,0,1,0,0,1,0,1,0,0,0,135,0.61481533729000004,0.17138508371399999,0.17138508371399999,-8166,0.28419182948499999,0,0,0.850207223209,0,0,30,0,0,0,1,0,1,10134,0,10134,59130,2880,6,6,8445,0,8445,49275,2400,5,5,1440,1440,9,29565,5067,5067,29565,5067,5067,3440400
447,20,RL,137,16492,3,Lvl,4,Corner,1,NAmes,1Fam,6,6,1966,2002,Gable,BrkFace,Plywood,None,0,4,3,CBlock,3,3,1,4,247,2,713,557,1517,GasA,5,1,SBrkr,1888,0,0,1888,0,0,2,1,2,1,4,6,4,1,Attchd,1966,Fin,2,578,3,3,2,0,0,0,0,0,0,-1,0,6,2010,WD,Normal,190000,0,0,0,1,0,0,1,36,1,0,1,0,120.379562044,0.12933115782900001,0.11447974775600001,0.11447974775600001,-14604,0.30614406779699999,0,0,0.80349576271199996,0.37764830508500002,0.13082627118599999,36,0,0,1,3,0,3,11328,0,11328,98952,3468,18,6,11328,0,11328,98952,3468,18,6,1734,1734,9,65968,7552,7552,49476,5664,5664,6539025
448,60,RL,69,11214,3,Lvl,4,Corner,1,Gilbert,1Fam,7,5,1998,1999,Gable,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,0,0,0,0,930,930,GasA,4,1,SBrkr,956,930,0,1886,0,0,2,1,4,1,4,10,6,1,Attchd,1998,Fin,2,431,3,3,2,89,0,0,0,0,0,-1,0,7,2006,WD,Normal,199900,0,0,0,2,0,0,1,1,2,0,0,0,162.52173912999999,0.856705267489,0.168182628857,0.085250579632599993,-10258,0.450836820084,0.49310710498400001,0.97280334727999995,0.97280334727999995,0,0,35,0,0,0,3,0,3,6692,6510,13202,78498,3017,21,7,4780,4650,9430,56070,2155,15,5,1293,1293,9,44856,7544,3824,33642,5658,2868,12275141
449,50,RM,50,8600,4,Bnk,4,Inside,1,IDOTRR,1Fam,6,6,1937,1950,Gable,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,1,0,0,0,0,780,780,GasA,3,1,SBrkr,780,596,0,1376,0,0,2,0,3,1,3,7,6,1,Detchd,1937,Unf,1,198,3,3,0,0,0,0,0,0,0,-1,0,6,2006,WD,Normal,119500,1,0,0,1.5,0,1,1,13,1,0,1,0,172,1.2354714713899999,0.16,0.090697674418599994,-7820,0.25384615384600001,0.43313953488399998,0.76410256410300004,1,0,0,36,0,0,0,2,0,2,4680,3576,8256,51600,1188,12,6,4680,3576,8256,51600,1188,12,6,594,594,9,25800,4128,2340,25800,4128,2340,8269600
450,50,RM,50,6000,4,Lvl,4,Inside,1,OldTown,1Fam,3,7,1948,2002,Gable,MetalSd,MetalSd,None,0,3,4,CBlock,3,3,1,4,331,0,0,318,649,GasA,5,1,SBrkr,679,504,0,1183,0,0,1,1,2,1,3,6,6,0,Detchd,1981,Unf,1,308,3,3,2,0,176,0,0,0,0,-1,0,6,2007,WD,Normal,120000,0,0,0,1.5,0,1,1,54,0,2,2,0,120,0.87546873735399999,0.197166666667,0.113166666667,-5321,0.45360824742299999,0.426035502959,0.74226804123699996,0.95581737849799997,0,0.48748159057399998,21,0,0,0,2,0,2,2037,1512,3549,18000,924,6,3,4753,3528,8281,42000,2156,14,7,924,924,9,18000,3549,2037,24000,4732,2716,10603823
451,30,RM,70,5684,4,Lvl,4,Inside,1,OldTown,1Fam,6,8,1930,2005,Hip,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,0,0,0,0,813,813,GasA,5,1,FuseA,813,0,0,813,0,0,1,0,2,1,4,5,6,0,Detchd,1932,Unf,1,270,2,2,0,0,113,0,0,0,0,-1,0,6,2006,WD,Normal,110000,0,0,0,1,0,0,1,75,1,0,3,0,81.200000000000003,0.14842000511799999,0.143033075299,0.143033075299,-4871,0.332103321033,0,0,1,0,0,48,0,0,0,1,0,1,4878,0,4878,34104,1620,6,6,6504,0,6504,45472,2160,8,8,540,540,4,17052,2439,2439,17052,2439,2439,8269600
452,20,RL,62,70761,3,Low,4,Inside,2,ClearCr,1Fam,7,5,1975,1975,Gable,Plywood,Plywood,None,0,3,3,CBlock,4,3,4,4,655,0,0,878,1533,GasA,3,1,SBrkr,1533,0,0,1533,1,0,2,0,2,1,4,5,6,2,Attchd,1975,Unf,2,576,3,3,2,200,54,0,0,0,0,-1,0,12,2006,WD,Normal,280000,1,0,0,1,0,0,0,0,2,0,0,0,1141.3064516100001,2.9127945103599999,0.021664476194500001,0.021664476194500001,-69228,0.375733855186,0,0,1,0,0.42726679712999999,35,0,0,0,2,1,3,10731,0,10731,495327,4032,21,7,7665,0,7665,353805,2880,15,5,1728,1728,9,212283,4599,4599,212283,4599,4599,2226540
453,60,RL,69,9303,3,Lvl,4,Corner,1,Timber,1Fam,6,5,1996,1997,Hip,VinylSd,VinylSd,BrkFace,42,4,3,PConc,5,3,1,4,742,0,0,130,872,GasA,5,1,SBrkr,888,868,0,1756,1,0,2,1,3,1,3,7,6,0,Attchd,1996,Fin,2,422,3,3,2,144,122,0,0,0,0,-1,0,7,2007,WD,Normal,204000,0,0,0,2,0,0,1,1,1,0,0,0,134.826086957,0.66987919857400002,0.18875631516700001,0.095453079651699996,-8415,0.47522522522499999,0.49430523918000002,0.97747747747699998,0.98198198198200004,0,0.83558558558600005,30,0,0,0,3,1,4,5328,5208,10536,55818,2532,24,6,4440,4340,8780,46515,2110,20,5,1266,1266,9,37212,7024,3552,27909,5268,2664,9965239
454,60,FV,75,9000,4,Lvl,4,Inside,1,Somerst,1Fam,8,5,2008,2008,Gable,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,0,0,0,0,768,768,GasA,5,1,SBrkr,786,804,0,1590,0,0,2,1,3,1,4,6,6,0,Attchd,2008,RFn,2,676,3,3,2,0,30,0,0,0,0,-1,0,6,2009,WD,Normal,210000,0,0,0,2,0,0,1,0,3,0,0,0,120,0.47000362924599998,0.17666666666700001,0.087333333333299998,-8214,0.86005089058499995,0.50566037735799996,1.02290076336,0.97709923664099996,0,0,40,0,0,0,3,0,3,6288,6432,12720,72000,5408,24,8,3930,4020,7950,45000,3380,15,5,2028,2028,9,36000,6360,3144,27000,4770,2358,10812395
455,90,RL,63,9297,4,Lvl,4,Inside,1,Mitchel,Duplex,5,5,1976,1976,Gable,Plywood,Plywood,None,0,3,3,CBlock,3,3,1,4,1606,0,0,122,1728,GasA,3,1,SBrkr,1728,0,0,1728,2,0,2,0,4,2,3,8,6,0,Detchd,1976,Unf,2,560,3,3,2,0,0,0,0,0,0,-1,0,7,2006,WD,Family,188000,0,0,0,1,0,0,1,0,0,0,0,0,147.57142857100001,0.85117759367300005,0.18586640851899999,0.18586640851899999,-7569,0.32407407407400002,0,0,1,0,0.92939814814800004,25,0,0,0,2,2,4,8640,0,8640,46485,2800,20,10,8640,0,8640,46485,2800,20,10,1680,1680,9,27891,5184,5184,27891,5184,5184,12275141
456,20,RL,80,9600,4,Lvl,4,Inside,1,NWAmes,1Fam,7,6,1973,1973,Hip,HdBoard,HdBoard,BrkFace,320,3,3,CBlock,3,3,1,4,916,0,0,326,1242,GasA,2,1,SBrkr,1242,0,0,1242,0,0,1,1,3,1,3,6,6,1,Attchd,1973,Unf,2,528,3,3,2,0,0,0,0,0,0,-1,0,9,2007,WD,Normal,175500,0,0,0,1,0,0,1,0,2,0,1,0,120,0.40546510810800002,0.12937499999999999,0.12937499999999999,-8358,0.42512077294700001,0,0,1,0,0.73752012882399998,42,0,0,0,2,0,2,8694,0,8694,67200,3696,14,7,7452,0,7452,57600,3168,12,6,1584,1584,9,28800,3726,3726,28800,3726,3726,2150872
457,70,RM,34,4571,4,Lvl,4,Inside,1,OldTown,1Fam,5,5,1916,1950,Gable,AsbShng,AsbShng,None,0,3,3,BrkTil,3,3,1,0,0,0,0,624,624,GasA,2,0,SBrkr,624,720,0,1344,0,0,1,0,4,1,3,7,6,0,Detchd,1916,Unf,3,513,2,2,2,0,0,96,0,0,0,-1,0,5,2008,other,Abnorml,98000,0,0,0,2,0,0,1,34,0,0,0,0,134.44117647100001,1.3747662291,0.29402756508400002,0.136512798075,-3947,0.822115384615,0.53571428571400004,1.15384615385,1,0,0,25,0,0,0,1,0,1,3120,3600,6720,22855,2565,5,5,3120,3600,6720,22855,2565,5,5,1026,1026,4,13713,4032,1872,13713,4032,1872,7156710
458,20,RL,69,53227,3,Low,4,CulDSac,2,ClearCr,1Fam,4,6,1954,1994,Flat,Plywood,Plywood,None,0,3,3,CBlock,4,3,4,3,1116,0,0,248,1364,GasA,5,1,SBrkr,1663,0,0,1663,1,0,1,0,2,1,4,6,5,2,Attchd,1954,Fin,2,529,3,3,2,224,137,0,0,0,0,-1,0,3,2008,WD,Normal,256000,1,0,0,1,0,0,0,40,0,1,1,0,771.40579710099996,2.4141080561899999,0.031243541811499999,0.031243541811499999,-51564,0.31809981960299999,0,0,0.82020444978999996,0,0.67107636801000004,24,0,0,0,1,1,2,6652,0,6652,212908,2116,8,4,9978,0,9978,319362,3174,12,6,1587,1587,9,159681,4989,4989,159681,4989,4989,3213095
459,70,RM,69,5100,4,Lvl,4,Inside,1,OldTown,1Fam,8,7,1925,1996,Hip,Stucco,Wd Shng,None,0,3,4,PConc,3,3,1,0,0,0,0,588,588,GasA,2,1,SBrkr,833,833,0,1666,0,0,1,0,3,1,4,7,6,1,Detchd,1925,Unf,1,228,3,3,2,192,63,0,0,0,0,3,0,6,2008,WD,Normal,161000,0,0,0,2,0,0,1,71,3,0,2,0,73.913043478299997,0.068782809517900001,0.32666666666700001,0.16333333333300001,-4267,0.27370948379400001,0.5,1,0.70588235294099999,0,0,56,0,0,0,1,0,1,6664,6664,13328,40800,1824,8,8,5831,5831,11662,35700,1596,7,7,684,684,9,15300,4998,2499,20400,6664,3332,8656278
460,50,RL,69,7015,3,Bnk,4,Corner,1,BrkSide,1Fam,5,4,1950,1950,Gable,MetalSd,MetalSd,BrkCmn,161,3,3,CBlock,3,3,1,1,185,0,0,524,709,GasA,3,1,SBrkr,979,224,0,1203,1,0,1,0,3,1,4,5,6,1,Detchd,1950,Unf,1,352,3,3,2,0,0,248,0,0,0,-1,0,7,2009,WD,Normal,110000,1,0,0,1.5,0,1,1,0,0,0,0,1,101.666666667,0.38759298334199999,0.17148966500400001,0.139558089808,-6036,0.35955056179799999,0.18620116375699999,0.22880490296200001,0.724208375894,0,0.188968335036,20,0,0,0,1,1,2,4895,1120,6015,35075,1760,10,5,3916,896,4812,28060,1408,8,4,1056,1056,9,21045,3609,2937,21045,3609,2937,12077049
461,60,FV,75,8004,3,Lvl,4,Inside,1,Somerst,1Fam,8,5,2009,2009,Gable,VinylSd,VinylSd,Stone,110,4,3,PConc,4,3,1,5,544,0,0,288,832,GasA,5,1,SBrkr,832,1103,0,1935,1,0,2,1,3,1,3,8,6,0,BuiltIn,2009,Fin,2,552,3,3,2,0,150,0,0,0,0,-1,0,12,2009,New,Partial,263435,0,0,0,2,0,0,1,0,3,0,0,0,106.72,0.35272046863099998,0.241754122939,0.103948025987,-7172,0.66346153846199996,0.57002583979300003,1.32572115385,1,0,0.65384615384599998,40,1,0,0,3,1,4,6656,8824,15480,64032,4416,32,8,4160,5515,9675,40020,2760,20,5,1656,1656,9,32016,7740,3328,24012,5805,2496,2460218
